period,rank,label,kind,candidate_group,recommended_keep,x,y
이벤트주간,8,알멘,token,anchor_neighbor,yes,-0.05648682686413296,-0.39721996217787076
이벤트주간,9,대우건설,token,anchor_neighbor,yes,-0.10215738712577986,-0.5485377361544411
이벤트주간,10,노래,token,anchor_neighbor,yes,0.06707801006032063,-0.2764999268188627
이벤트주간,11,손절,token,anchor_neighbor,yes,-0.039239323122140124,-0.6715884808237155
이벤트주간,12,삼전,token,anchor_neighbor,yes,0.18292601933666044,-1.1482714589906813
이벤트주간,13,니니,member,anchor_neighbor,yes,-0.031822415145557156,-0.4614440806969246
이벤트주간,14,구조대,token,anchor_neighbor,yes,-0.011364015740585022,-0.29200812256862946
이벤트주간,15,삼성전자,token,anchor_neighbor,yes,0.07834121516016902,-0.16715624652430006
이벤트주간,16,매수,token,anchor_neighbor,yes,0.16937346319360577,-0.8265833477453479
이벤트주간,17,위폴,token,anchor_neighbor,yes,0.12319813165077083,-0.22063369354255524
이벤트주간,18,대우건설,token,anchor_neighbor,yes,-0.10215738712577987,-0.5485377361544412
이벤트주간,19,예측,token,top_token,,-0.6007368644923551,0.21208887713233623
이벤트주간,20,정확,token,top_token,,0.35144130026636555,0.10846743629099567
이벤트주간,21,신뢰,token,top_token,,0.34883286437763805,0.9499210988320544
이벤트주간,22,분석,token,top_token,,0.6348581137236078,0.6827451384332034
이벤트주간,23,수익,token,top_token,,-1.058115563859995,-0.39986368216929613
이벤트주간,24,반도체,token,top_token,,0.23490167448583105,-0.2805527250505667
이벤트주간,25,금리,token,top_token,,-0.0763063538484336,-1.2449185453932452
이벤트주간,26,인플레이션,token,top_token,,1.2449007430472583,-1.7509131191390743
이벤트주간,27,위기,token,top_token,,0.3493040001858735,-0.7547366733852284
이벤트주간,28,경고,token,top_token,,0.32355170867751587,-0.6190484556894151
이벤트주간,29,투자자,token,top_token,,0.003932181431101803,-0.020310059088829487
이벤트주간,30,사람,token,top_token,,0.2123668658185123,0.6980549328393353
이벤트주간,31,회사,token,top_token,,-2.2477826486144052,0.740228400954674
이벤트주간,32,기업,token,top_token,,-0.6676390986924197,0.06226990454455863
이벤트주간,33,고객,token,top_token,,-0.06718736843893168,1.850924051374263
이벤트주간,34,자신,token,top_token,,-0.06956145171867233,1.1348578586746287
이벤트주간,35,막대,token,top_token,,-0.6956292185431573,-0.1801997160539821
이벤트주간,36,별명,token,top_token,,-3.48816626135284,-0.29130968382777295
이벤트주간,37,직급,token,top_token,,-3.3820292923378643,0.031222560420151348
이벤트주간,38,인간,token,top_token,,0.8997370302872102,1.6539266265354702
이벤트주간,39,지정학,token,top_token,,0.5966138570941298,-0.8890593416011457
이벤트주간,40,기술,token,top_token,,-0.11529643499318935,0.8544353746363933
이벤트주간,41,시작,token,top_token,,-0.34646916006933753,-0.7434903423085214
이벤트주간,42,요약,token,top_token,,0.1851935607681367,0.22736455217303256
이벤트주간,43,성장,token,top_token,,0.5020759295685557,0.007322685315966055
이벤트주간,44,위험,token,top_token,,-0.09431092030167766,-0.5355300114058936
이벤트주간,45,시대,token,top_token,,-0.1851531851129437,0.7280105348182762
이벤트주간,46,단순,token,top_token,,0.4392414040563613,0.7204527513958274
이벤트주간,47,성공,token,top_token,,0.3613526969537898,0.4821412564975717
이벤트주간,48,중요,token,top_token,,0.6315759880025132,0.9090030246703696
이벤트주간,49,비트코인,token,top_token,,-0.5046289260916667,-0.014832381436874676
이벤트주간,50,상황,token,top_token,,0.779610645758715,-1.1155097537033551
이벤트주간,51,강조,token,top_token,,0.6244274363092825,1.0908322295268114
이벤트주간,52,데이터,token,top_token,,0.3909527984576351,1.5068171049599812
이벤트주간,53,역사,token,top_token,,0.37841427029130875,-0.5654866039146452
이벤트주간,54,거대,token,top_token,,0.6092973927660614,-0.21776383503597316
이벤트주간,55,진행,token,top_token,,0.40165102630285465,0.18053681207323216
이벤트주간,56,결정,token,top_token,,0.027960222937956594,0.690877040019852
이벤트주간,57,현실,token,top_token,,0.6209731525680482,-0.9298620788737004
이벤트주간,58,집중,token,top_token,,0.7312320028170969,0.2945897550194653
이벤트주간,59,미래,token,top_token,,0.016629370640528534,0.5216960228954032
이벤트주간,60,가격,token,top_token,,0.8350197700546296,-0.9127073583133849
이벤트주간,61,직원,token,top_token,,-1.0797391226094322,1.615093772989606
이벤트주간,62,압도,token,top_token,,0.4334785064874165,0.30502239258060204
이벤트주간,63,자산,token,top_token,,-0.29225504750185505,-0.8028884667412183
이벤트주간,64,강력,token,top_token,,0.8160990428415974,0.7537132030171342
이벤트주간,65,가능,token,top_token,,0.7868189308730741,0.1274166536425838
이벤트주간,66,중국,token,top_token,,1.2463446007559513,-1.019972278757868
이벤트주간,67,발생,token,top_token,,0.3928262960354247,-0.704190704636641
이벤트주간,68,한계,token,top_token,,0.9062108100362554,0.19654513301962498
이벤트주간,69,사모펀드,token,top_token,,-0.9818670154532433,-1.242839435343382
이벤트주간,70,창립자,token,top_token,,-3.1506766146681753,-0.2476172241486437
