anchor,neighbor,cosine,period
슈카,용서,0.8545418381690979,2026
슈카,꺼드럭,0.8248655796051025,2026
슈카,채널,0.821774423122406,2026
슈카,피자,0.8163397312164307,2026
슈카,공유,0.8021193742752075,2026
알상무,인스타,0.7610747218132019,2026
알상무,연금저축펀드,0.7555230855941772,2026
알상무,그날,0.7547228932380676,2026
알상무,시초가,0.7428073287010193,2026
알상무,넷플릭스,0.739040732383728,2026
니니,변종,0.8165025115013123,2026
니니,풀매수,0.8122839331626892,2026
니니,인증,0.8095572590827942,2026
니니,사라,0.8050034046173096,2026
니니,니니누나,0.8008405566215515,2026
